rank,score,nyc_percentile,hist_relative_pct,pred_gbm,pred_ridge,zip,city,county,state,zhvi,mom_5y_rel,log_price_rel_metro,nbr_log_price_gap,rent_yield,price_to_income_rel,bachelors_share_rel,d5_log_income_rel,d5_log_housing_units_rel,zillow_1y_forecast_pct,origin
667,44.29203481701893,19.855595667870034,-1.2718776586953529,37.12008064078255,51.463988993255306,07032,Kearny,Hudson County,NJ,585154.0,-0.0030417512143166847,-0.23900073591013893,0.07678025847825332,0.04445243983319961,0.11086080649906083,-0.18457436496619395,-0.11764222825689252,0.03998818022857291,2.2,2026-07-31
668,44.258793708671675,19.7352587244284,-1.2718776586953529,41.167042804584696,47.35054461275865,11691,New York,Queens County,NY,682588.0,-0.08116177168101543,-0.08498518020979517,-0.4180946328066302,0.05492744756757432,0.6085121802938811,-0.24370156931227926,-0.12077550756147915,0.06080630342134645,1.7,2026-07-31
669,44.1965758653177,19.614921780986762,-1.2718776586953529,44.45868985530142,43.934461875333966,07746,Marlboro,Monmouth County,NJ,906110.0,0.03092141256450312,0.19828413077777896,0.12410868791392105,,-0.4165007732859405,0.19917164035121782,0.06336779761039146,-0.015439381104439057,2.7,2026-07-31
670,44.07659329383364,19.494584837545126,-1.2718776586953529,47.19307440927134,40.96011217839594,08501,Allentown,Monmouth County,NJ,737356.0,0.027212720187146294,-0.007805766282197979,0.15739255568521848,,-0.27140132258864047,0.08651504860381287,-0.014897525464393269,0.012591768978503823,2.2,2026-07-31
671,44.03343794737236,19.374247894103487,-1.2718776586953529,33.47082604392537,54.59604985081936,11208,New York,Kings County,NY,747512.0,-0.08659059342657435,0.005874549672309826,-0.0037050097761266443,0.05231417106304755,0.5987558641217123,-0.3101760522557996,0.14997022222439327,-0.05439024070728289,2.3,2026-07-31
672,44.00562607767107,19.253910950661854,-1.2718776586953529,45.168320992302725,42.84293116303942,11210,New York,Kings County,NY,944833.0,-0.07618669872397063,0.24013249775052792,0.040094732915944675,0.03700687938111621,0.5342459686879433,-0.09758098056100045,-0.04371352563469699,-0.06031179680382488,2.5,2026-07-31
673,43.89212875705669,19.133574007220215,-1.2718776586953529,36.332169591086284,51.45208792302709,10023,New York,New York County,NY,1457669.0,-0.3972528643207657,0.6737179365484369,0.04103281800334102,0.041561340399704355,0.32058879597004153,0.34895067649823197,-0.04417499272741843,0.09395350520856231,2.5,2026-07-31
674,43.752290659179934,19.01323706377858,-1.2718776586953529,42.97141843369666,44.5331628846632,08830,Iselin,Middlesex County,NJ,568366.0,0.11763936358815244,-0.2681106155132209,-0.05859595889766389,0.05758764087279931,-0.2427783003553572,0.046175757039524146,-0.09365465846133425,-0.023169023212087317,2.3,2026-07-31
675,43.710384457623924,18.892900120336943,-1.2718776586953529,38.15180631914828,49.26896259609957,18464,Tafton,Pike County,PA,359747.0,-0.002596869559416598,-0.7254750918930561,0.10694684817064903,,-0.35161459675361084,-0.2666117467877862,-0.034388707785728556,0.1570335764313005,2.0,2026-07-31
676,43.674370382322984,18.772563176895307,-1.2718776586953529,39.40049149311085,47.94824927153512,07060,Plainfield,Union County,NJ,533396.0,0.09310344501631498,-0.3316124111446186,-0.3678539909942842,0.04675777136290693,0.025247308865746332,-0.2913266357170364,0.06065196096514924,-0.04256289248569774,2.5,2026-07-31
677,43.57234058094741,18.65222623345367,-1.2718776586953529,42.90391018606842,44.24077097582639,08837,Edison,Middlesex County,NJ,542180.0,0.06829507198283871,-0.31527846951315297,-0.07413208353443146,0.054357734028343804,-0.2249082695914606,0.02933671420004491,-0.07465464965379809,0.13441250563735735,1.9,2026-07-31
678,43.487846178351596,18.531889290012032,-1.2718776586953529,29.03053438621409,57.945157970489106,11415,New York,Queens County,NY,381318.0,-0.5987783391649263,-0.6672414569582905,-0.5442931454127535,0.0829123365127191,-0.4049028214980599,0.04186867374974912,-0.03353841787262013,0.005260161816403916,1.2,2026-07-31
679,43.34841530441669,18.4115523465704,-1.2718776586953529,38.47864534432125,48.21818526451212,08901,New Brunswick,Middlesex County,NJ,449510.0,-0.0012250875952869167,-0.5027191138171645,-0.2538544585091511,0.07300093226191288,0.031765948129227395,-0.255508041845169,0.17633997499189213,-0.03343646959768494,1.7,2026-07-31
680,43.12286507697863,18.29121540312876,-1.2718776586953529,34.163045340781395,52.08268481317585,10553,Mount Vernon,Westchester County,NY,588035.0,-0.24593364449340313,-0.23409046150800172,-0.239123711348336,0.06122089081673244,0.05067525747112955,-0.07132977614642427,-0.11140954887994248,-0.006326863228215365,1.3,2026-07-31
681,43.115464164106214,18.170878459687124,-1.2718776586953529,41.02737262408021,45.20355570413222,07747,Matawan,Monmouth County,NJ,664536.0,0.10740962312649174,-0.1117877534337115,0.0013664479080635061,0.04706501993136145,-0.2138964040375424,0.001017557318587714,-0.10279502451861511,0.052908668295883296,2.6,2026-07-31
682,42.88369112502592,18.050541516245488,-1.2718776586953529,34.98425695063916,50.78312529941268,10011,New York,New York County,NY,1661716.0,-0.46514663363514297,0.8047298048989067,0.0750705292380367,0.04347938287024082,0.542469092665274,0.30591259736562615,-0.17689139639019835,-0.006046128371534912,2.9,2026-07-31
683,42.81418640514721,17.930204572803852,-1.2718776586953529,35.44843769614441,50.17993511415002,07660,Ridgefield Park,Bergen County,NJ,607349.0,-0.01006706678239197,-0.20177282528992357,-0.1638081752414422,0.04297365373770382,-0.09284049338505374,-0.1459806007444654,-0.08388435006788342,0.029698156885624535,2.5,2026-07-31
684,42.714831902474145,17.809867629362213,-1.2718776586953529,41.954743283223316,43.474920521724975,07852,Ledgewood,Morris County,NJ,536575.0,0.041750019773555996,-0.3256705381538225,0.015457628444215388,0.061283180768502164,-0.38805635169981767,0.10642409284082155,0.09883035864590362,0.11532761205510615,1.8,2026-07-31
685,42.632246351758155,17.689530685920577,-1.2718776586953529,41.88475265006104,43.37974005345527,07643,Little Ferry,Bergen County,NJ,606421.0,0.06905184908304599,-0.20330241684118988,-0.1801053356951403,0.0516638136126591,0.06651836152718071,-0.1297094137055314,0.02911138354352083,0.043891993312885,2.4,2026-07-31
686,42.58817310617931,17.56919374247894,-1.2718776586953529,40.302609673493286,44.87373653886533,07002,Bayonne,Hudson County,NJ,600003.0,0.0037417755560834876,-0.21394188930303315,0.026406700876043132,0.047709092331219116,0.07784432000837493,-0.09431038687333604,0.04022982653954443,0.08844825796463977,2.1,2026-07-31
687,42.506639631620956,17.448856799037305,-1.2718776586953529,51.04437756125421,33.9689017019877,11976,Water Mill,Suffolk County,NY,5090000.0,0.12742929129256667,1.924156824005827,0.8270324769506505,0.23850689795053331,1.4510689122551887,0.23924164073418486,-0.007813786963549063,0.21987803166394776,2.4,2026-07-31
688,42.364935089760195,17.328519855595665,-1.2718776586953529,41.16380705423703,43.56606312528335,07203,Roselle,Union County,NJ,520148.0,0.09470705552155892,-0.3567619265439763,-0.1656284686646181,0.060726893417982784,-0.1655421353021318,-0.21951900719298995,0.12881148995967706,0.027969907347188447,2.0,2026-07-31
689,42.33226968622469,17.208182912154033,-1.2718776586953529,40.089247171998565,44.57529220045081,10455,New York,Bronx County,NY,481980.0,-0.18704125423085358,-0.4329740256749517,-0.10825233676337653,0.06808031063515073,0.7015745472366575,-0.3164673793672066,0.0026399734981481515,0.08281522299765269,1.3,2026-07-31
690,42.28893271334266,17.087845968712394,-1.2718776586953529,37.53152077674306,47.04634464994226,07055,Passaic,Passaic County,NJ,560973.0,0.04861346247575363,-0.2812037873044382,-0.14888474883940894,0.04443923182670927,0.4259970861167186,-0.32386539199551634,0.0706644982871012,-0.009114709233015453,1.9,2026-07-31
691,42.21769140252615,16.967509025270758,-1.2718776586953529,29.631999601708,54.8033832033443,11355,New York,Queens County,NY,617860.0,-0.27563034286152865,-0.18461355380527777,-0.25892699812122366,0.052415286911830616,0.5234003498240838,-0.24995983144898298,0.03238797924613124,0.02084228188297592,1.7,2026-07-31
692,42.123119009422446,16.84717208182912,-1.2718776586953529,38.37760591768547,45.86863210115942,10566,Peekskill,Westchester County,NY,526781.0,-0.02657835004793227,-0.3440908346484228,-0.1603497885571592,0.07269304666927323,-0.07664623966525252,-0.1128029194606931,0.17918889786098724,0.07821975354213632,2.7,2026-07-31
693,42.05356013345543,16.726835138387486,-1.2718776586953529,43.33536393723473,40.77175632967612,08817,Edison,Middlesex County,NJ,568885.0,0.09721631581461523,-0.2671974277573632,-0.033012655210127306,0.0568769960551783,-0.25373953721574094,0.015700324207872596,-0.062107745832708616,0.06905244365203193,2.3,2026-07-31
694,42.04109189302224,16.60649819494585,-1.2718776586953529,39.17833286840077,44.90385091764371,18435,Lackawaxen,Pike County,PA,354631.0,0.01716451563965507,-0.739799254077834,0.0674508282326105,,-0.6253312648669624,-0.009681690707930568,-0.4211048185405364,0.1967629564719185,2.0,2026-07-31
695,41.901303031728744,16.48616125150421,-1.2718776586953529,43.02471710637957,40.77788895707792,11205,New York,Kings County,NY,1077317.0,-0.08109112043537578,0.3713527331922766,-0.1629685609021969,0.045050599617759673,0.5505176661313136,0.03579506768751706,0.235540122562357,0.05561389099837681,2.8,2026-07-31
696,41.83613708736165,16.365824308062578,-1.2718776586953529,40.528120285384944,43.144153889338355,07202,Elizabeth,Union County,NJ,513974.0,0.12709429662257002,-0.3687033824981363,-0.03935050068007584,0.05389571526740114,0.08635866276752391,-0.3610694753550808,0.10377138150808207,0.08872839233110623,2.4,2026-07-31
697,41.71489062593908,16.24548736462094,-1.2718776586953529,39.814087743045576,43.61569350883257,10007,New York,New York County,NY,3181544.0,-0.12605091080673034,1.4542456973732598,0.7386907808187626,0.03336981083447078,0.6540376439334341,0.3423580545220217,-0.12164855774615546,0.08904536777343201,2.1,2026-07-31
698,41.69687737917812,16.125150421179303,-1.2718776586953529,35.743055163144994,47.650699595211236,10028,New York,New York County,NY,1487953.0,-0.35594861052787297,0.694280345017356,0.2208286720166619,0.03248798860863839,0.2500600458634412,0.3471698486471412,0.122358659193047,0.03901875356233679,2.9,2026-07-31
699,41.64545780574463,16.004813477737663,-1.2718776586953529,38.17545006653474,45.11546554495452,07086,Weehawken,Hudson County,NJ,878427.0,-0.04036438676160578,0.1672565335778824,-0.1528497115636256,0.05254643403164405,0.03833641283336742,0.19387092343898538,-0.000565437280586778,0.23063973464829274,2.4,2026-07-31
700,41.62445679954479,15.884476534296029,-1.2718776586953529,30.62891841740305,52.61999518168652,11229,New York,Kings County,NY,780921.0,-0.22485498015370772,0.04959762360052267,-0.08731840758709808,0.042080966563206666,0.513781851500698,-0.07231266746002851,-0.142807748620287,-0.035383028743549,2.0,2026-07-31
701,41.489117046812254,15.764139590854393,-1.2718776586953529,39.122941902911705,43.85529219071281,07208,Elizabeth,Union County,NJ,591099.0,0.12016587982083352,-0.22889282182890547,0.1106310614322581,0.044298169605772306,0.31014597511317343,-0.26531051063532674,0.05284411621193996,0.048585406543825635,2.2,2026-07-31
702,41.4307009388187,15.643802647412755,-1.2718776586953529,39.93354001512376,42.92786186251364,11561,Long Beach,Nassau County,NY,826851.0,-0.030087138224817872,0.10674848055765196,-0.2475983019655441,0.05350620528250795,-0.12520561757831428,0.07757903612719252,0.12448359043805723,0.0232408324050815,1.9,2026-07-31
703,41.40661949818474,15.523465703971121,-1.2718776586953529,37.9487208216628,44.86451817470667,07205,Hillside,Union County,NJ,521735.0,0.04667551670407591,-0.35371576254842374,0.027966299999469868,0.05520040190870369,-0.23289790974619362,-0.21298999187195938,0.04858308478172013,-0.07089510327601163,2.3,2026-07-31
704,41.3940337025453,15.403128760529484,-1.2718776586953529,38.17027439869734,44.61779300639327,10805,New Rochelle,Westchester County,NY,571085.0,0.003159605792449588,-0.2633383084925782,-0.4424638763019981,0.0550180892075419,-0.16812231423754764,-0.11632705789966147,0.1162737056498333,0.07991308231235932,2.1,2026-07-31
705,41.35800761385346,15.282791817087846,-1.2718776586953529,39.10883310046113,43.60718212724578,08872,Sayreville,Middlesex County,NJ,541628.0,-0.0707740051566251,-0.31629633521166944,-0.0733861519802037,0.06138466258604192,-0.17477902192351746,-0.13378307083743213,-0.02842306586035903,0.027456179148272405,1.7,2026-07-31
706,41.1752536508777,15.162454873646208,-1.2718776586953529,33.35465855501727,48.99584874673813,11360,New York,Queens County,NY,627116.0,-0.24445126818376436,-0.16974449974741646,-0.4130904781909077,0.06191038605784969,-0.04234406142081437,0.0010873439229668325,-0.056929143219837997,0.015381859475276635,1.2,2026-07-31
707,41.09935965142786,15.042117930204574,-1.2718776586953529,41.249285484697786,40.94943381815793,08873,Somerset,Somerset County,NJ,581824.0,0.05537029282276898,-0.24470791751836352,0.0826553337559357,0.0561466824024354,-0.3515407653144973,0.05565663569170343,0.09949671320787168,-0.0254634509998259,2.2,2026-07-31
708,41.05335632566709,14.921780986762936,-1.2718776586953529,31.582158961022827,50.52455369031135,07104,Newark,Essex County,NJ,497351.0,-0.02049075763927241,-0.4015797307607336,-0.03644944729177446,0.046905235102568534,0.3311005775097644,-0.24379494323497855,0.13507813301337102,-0.005216376181216467,1.5,2026-07-31
709,41.038696838501,14.801444043321299,-1.2718776586953529,31.790891011902122,50.286502665099874,11236,New York,Kings County,NY,704588.0,-0.09186925809570709,-0.05326314725230752,-0.13505971795759386,0.04995733668074454,0.26783251229274785,-0.2110759842126535,-0.09078513417457401,-0.0027124548380805386,2.4,2026-07-31
710,41.0197996740569,14.681107099879661,-1.2718776586953529,39.05382750713725,42.98577184097655,07310,Jersey City,Hudson County,NJ,1016694.0,0.0024022195441325833,0.3134352968987617,-0.49755623103690105,0.05407616100517519,-0.1773263016484894,0.41338156802463444,-0.013104394800262043,0.2152865048828992,1.3,2026-07-31
711,41.01167549636304,14.560770156438027,-1.2718776586953529,35.65985714052681,46.36349385219928,11218,New York,Kings County,NY,971922.0,-0.232350756926008,0.26839984153260055,-0.10421268011679707,0.03955591294895493,0.41117963221509046,0.017920272512597757,0.05041370081101526,0.02096607511767727,2.7,2026-07-31
712,40.87791834984829,14.440433212996389,-1.2718776586953529,35.38702542617867,46.368811273517906,11727,Coram,Suffolk County,NY,570489.0,0.11437007105775301,-0.264382763165262,-0.11828472285641212,0.06781546468899453,-0.18063741990959703,-0.15461333822584394,-0.008350010634949001,-0.04322340796629272,2.8,2026-07-31
713,40.84970143396585,14.320096269554753,-1.2718776586953529,47.19335397834637,34.50604888958533,08512,Cranbury Township,Middlesex County,NJ,767981.0,0.03998652541021955,0.032888851811913256,0.09839907956493477,,-0.021501152187789474,0.054555279250403155,0.040338076546976964,0.130758760525364,1.9,2026-07-31
714,40.81174581696711,14.199759326113117,-1.2718776586953529,36.14075601531903,45.482735618615195,10473,New York,Bronx County,NY,558158.0,-0.06907878958746458,-0.2862332492234696,0.021944826049889343,0.06256048704634966,0.4749345171937651,-0.2369573860074855,0.0030167049654252764,0.028433913833625632,1.9,2026-07-31
715,40.62842628283498,14.079422382671481,-1.2718776586953529,38.92498125683967,42.331871308830294,08879,South Amboy,Middlesex County,NJ,532176.0,0.03920760960614658,-0.3339012234126493,-0.11214826455123017,0.0613573878163921,-0.14294012534059175,-0.2020645743411424,0.022693465292787707,0.014615435019875542,2.2,2026-07-31
716,40.56343352518015,13.959085439229844,-1.2718776586953529,32.860733836181794,48.26613321417851,11232,New York,Kings County,NY,841661.0,-0.25373000414315927,0.12450132623663457,-0.3980945094241797,0.047296665392702796,0.3360972042704151,-0.13662203444300258,0.16432758357363042,0.038782711928304445,2.0,2026-07-31
717,40.43809670321159,13.838748495788206,-1.2718776586953529,32.50056128553994,48.375632120883246,11364,New York,Queens County,NY,636588.0,-0.2522595043012267,-0.1547542543687772,-0.3653311708791218,0.053499309775766064,-0.022121440516222224,0.014098256177798918,-0.049622815120386576,-0.009674767661225395,1.2,2026-07-31
718,40.31920662256154,13.718411552346572,-1.2718776586953529,42.14386860158052,38.49454464354255,08536,Plainsboro,Middlesex County,NJ,670734.0,0.11298313466400814,-0.10250406088138142,-0.06899776862344353,0.03812938298877387,-0.3056489927652877,0.31824652454252,-0.01863624556370347,-0.07394535244873497,2.0,2026-07-31
719,40.31429724966938,13.598074608904934,-1.2718776586953529,30.398294723354617,50.23029977598414,07111,Irvington,Essex County,NJ,423394.0,0.0776408510834056,-0.5625732909540382,-0.2906637396084477,0.05662014348989999,0.037875609696938595,-0.27935275413723926,0.07905577810417874,0.023633102587265406,2.1,2026-07-31
720,40.311934457687485,13.477737665463296,-1.2718776586953529,40.44584026411492,40.17802865126006,11518,East Rockaway,Nassau County,NY,741300.0,-0.04190020224140198,-0.002470988500071769,-0.16274664486827817,,-0.043832404591675145,-0.008256772760076525,0.026999764401587356,-0.065286772989898,1.9,2026-07-31
721,40.31151266808088,13.357400722021662,-1.2718776586953529,29.735048375411694,50.88797696075006,11375,New York,Queens County,NY,521504.0,-0.5216159714506109,-0.3541587747795827,-0.11430513532400077,0.07272724378823713,-0.2954349337417306,0.12701049120024677,-0.00792226267363283,-0.022705481634081884,1.2,2026-07-31
722,40.24732076915362,13.237063778580024,-1.2718776586953529,37.828119882938225,42.666521655369,07206,Elizabeth,Union County,NJ,514173.0,0.11615809622331633,-0.36831696282978044,-0.10497297584053733,0.04925008046800979,0.12727472203518064,-0.3963632696526921,0.2396479273540919,0.0837711581288139,2.8,2026-07-31
723,40.18388834753456,13.116726835138387,-1.2718776586953529,30.229313973741185,50.13846272132795,10003,New York,New York County,NY,1439315.0,-0.432186556481145,0.6610461275536572,-0.18937521776703825,0.043842352798607015,0.343650536422454,0.35219184583456553,0.03541814096870155,-0.04795472630424387,3.4,2026-07-31
724,40.01217459665809,12.996389891696749,-1.2718776586953529,36.423098445556526,43.60125074775966,08861,Perth Amboy,Middlesex County,NJ,504489.0,0.042740619014276865,-0.3873307233127399,-0.14743374883304483,0.05615982904964459,0.16740046191957236,-0.3265549618264121,-0.0437999849683095,0.1482741273425126,1.9,2026-07-31
725,39.934347161363334,12.876052948255115,-1.885294101996371,33.83999339148582,46.02870093124085,07087,Union City,Hudson County,NJ,578487.0,0.08918922056253856,-0.25045951226531926,-0.47843851523527725,0.04994102277611574,0.30708221200232866,-0.20716711235869884,0.041423169685286254,-0.012505990498748523,2.2,2026-07-31
726,39.92969603370917,12.755716004813477,-1.885294101996371,28.150029504405012,51.70936256301333,08759,Toms River,Ocean County,NJ,276757.0,-0.04298651431174036,-0.9877359347189643,-0.5506864611601792,0.11316782459753656,-0.2211400204169245,-0.2608519769722425,0.037098412927834445,-0.025496438566294535,1.7,2026-07-31
727,39.87810944703846,12.63537906137184,-1.885294101996371,43.98300865649692,35.77321023758,11419,New York,Queens County,NY,775236.0,-0.139607351154838,0.04229102504219284,0.1112849072424762,,0.2266672509172476,-0.3009459591805914,-0.022865502252722436,0.050828602412068144,1.7,2026-07-31
728,39.80661318111634,12.515042117930205,-1.885294101996371,35.81841945403554,43.79480690819714,11420,New York,Queens County,NY,762365.0,-0.0744969714639648,0.025549648619476173,0.1303191130105379,0.053517650603401766,0.14157632884573235,-0.26031196381516697,0.0011463794277712935,-0.004673383525778355,1.7,2026-07-31
729,39.65272472375739,12.394705174488568,-1.885294101996371,41.41614009950609,37.88930934800869,11211,New York,Kings County,NY,1426269.0,-0.049878070626266785,0.6519408196814762,0.21666159363517323,0.04249035348835409,0.6956510241322309,0.0730728377166967,0.0491004313604666,-0.42717122623901255,2.6,2026-07-31
730,39.64416566778536,12.274368231046932,-1.885294101996371,36.39742384603737,42.89090748953334,08844,Hillsborough Township,Somerset County,NJ,687970.0,0.045719406058136874,-0.07713160757728232,0.05705074341253891,0.05086707645311059,-0.38994006450607555,0.1327051485275561,-0.06355473695706415,0.08573384173652547,2.3,2026-07-31
731,39.55629730421873,12.154031287605296,-1.885294101996371,28.47989700329307,50.632697605144386,11368,New York,Queens County,NY,554370.0,-0.30572857724018976,-0.29304337737451824,-0.08712695758946509,0.05128942690535265,0.1478043817450121,-0.3361522107054116,0.05633905212301826,-0.010998610063257266,1.2,2026-07-31
732,39.518132155936,12.033694344163658,-1.885294101996371,36.504566396021616,42.53169791585039,10025,New York,New York County,NY,1162158.0,-0.2328479520450358,0.4471574419689013,0.0033548850606752723,0.048807432654812404,0.47761703442779324,0.2070476177156978,-0.058082187428615484,-0.03757927865223616,2.7,2026-07-31
733,39.06803566206389,11.913357400722022,-1.885294101996371,35.538667453370735,42.59740387075704,10009,New York,New York County,NY,1083044.0,-0.0999857247010599,0.37665456842225353,-0.4183918196475833,0.05598068430739868,0.5666461626965542,0.1335081726422822,0.14562765389717214,-0.006139223638218019,3.2,2026-07-31
734,38.96885713644133,11.793020457280386,-1.885294101996371,35.6185968804346,42.31911739244806,08755,Toms River,Ocean County,NJ,532266.0,0.07917552963170707,-0.3337322117643442,0.061197266395460304,0.07628887603711257,-0.08497091643347443,-0.1584740979750094,-0.01315375732003865,0.03621099877630156,2.4,2026-07-31
735,38.953756008866605,11.672683513838749,-1.885294101996371,33.613381961306665,44.29413005642655,07020,Edgewater,Bergen County,NJ,719770.0,-0.030083057291876963,-0.031944208152797415,0.010206728698737066,0.06609948132453533,-0.1313720538761871,0.23639696350752415,-0.2564272347699923,0.21060435839748443,1.5,2026-07-31
736,38.79368787279603,11.552346570397113,-1.885294101996371,32.660127500120694,44.927248245471354,08831,Monroe Township,Middlesex County,NJ,613342.0,0.0564801446511666,-0.19195269311181384,-0.05681729285809034,0.050884891977746406,-0.1624289578103444,0.027600820062937736,-0.03180165627442122,0.0710925804302625,2.1,2026-07-31
737,38.72784390440014,11.432009626955475,-1.885294101996371,30.652356280910066,46.803331527890215,07305,Jersey City,Hudson County,NJ,539819.0,-0.11235423544175269,-0.31964286433645483,-0.5374278688648904,0.05144760048647072,0.06397038033809,-0.14165195130835256,0.08190961018115672,0.07327192929494179,1.3,2026-07-31
738,38.694453655920114,11.311672683513839,-1.885294101996371,40.16215830200049,37.22674900983974,08902,North Brunswick,Middlesex County,NJ,552027.0,0.08550042944585315,-0.29727905624141115,-0.040695348796726094,0.05618740407798516,-0.3723993421970093,-0.04408000132337375,-0.0032011501405921905,0.001494606703248899,2.3,2026-07-31
739,38.438248602775744,11.191335740072201,-1.885294101996371,37.68777738338706,39.18871982216443,11239,New York,Kings County,NY,679990.0,-0.05506626347642793,-0.08879747389823756,-0.05718301938385295,,0.994478571835782,-0.2372888482062207,0.033585260269685335,0.270093551532755,2.7,2026-07-31
740,38.22377614102734,11.070998796630565,-1.885294101996371,22.94234921159123,53.50520307046344,10468,New York,Bronx County,NY,261109.0,-0.4162622781422304,-1.0459387614460471,-0.6102546523762751,0.09838862697743826,-0.15837572585297655,-0.32570285740290034,-0.029907301600188063,0.03936549212087952,1.3,2026-07-31
741,38.142841534905656,10.95066185318893,-1.885294101996371,33.44085980469049,42.844823265120816,07030,Hoboken,Hudson County,NJ,898287.0,-0.19884866752271932,0.18961333375917278,-0.30907458194893245,0.05290273744575454,-0.2852981569785904,0.33555705780517175,-0.029659262478451964,0.0681846898509451,2.4,2026-07-31
742,38.04538563469591,10.830324909747292,-1.885294101996371,38.09695373572896,37.99381753366286,11237,New York,Kings County,NY,1119079.0,-0.07246182918188246,0.40938480491417195,-0.021995927531344606,0.04101217198459263,0.6856871849522388,-0.04507436587444302,0.2377756563215403,0.014335840478003,1.7,2026-07-31
743,37.94140289873894,10.709987966305656,-1.885294101996371,28.284881192092985,47.597924605384904,11209,New York,Kings County,NY,844162.0,-0.40895812318136715,0.12746833435052274,-0.11860969251570808,0.040454710818126315,0.30698481543663436,0.039239593736592804,-0.04508998752682203,-0.0316701872681759,2.2,2026-07-31
744,37.90401456227359,10.589651022864018,-1.885294101996371,21.52514837499725,54.282880749549925,11212,New York,Kings County,NY,679042.0,-0.12362635079986503,-0.09019337682989104,-0.28857571422904016,0.04889438174351461,0.9088701544406586,-0.3342252593258276,0.21307024785773798,-0.04228187982430827,1.8,2026-07-31
745,37.79798973546458,10.469314079422382,-1.885294101996371,33.11041286943652,42.48556660149264,07047,North Bergen Township,Hudson County,NJ,594171.0,0.010604417763602575,-0.22370887543879547,-0.35228947597142124,0.05844392152740652,0.12922735385791628,-0.16067458523498335,-0.020310127336344408,0.03827325600243396,2.0,2026-07-31
746,37.79262676610322,10.348977135980746,-1.885294101996371,24.484944131274126,51.10030940093231,11214,New York,Kings County,NY,774299.0,-0.21861090321364215,0.04108164870540598,-0.17548974693816533,0.039676266822556115,0.5742759470239729,-0.16313846499596496,-0.084612291257816,-0.05051663453338913,1.9,2026-07-31
747,37.7272981128383,10.22864019253911,-1.885294101996371,32.38227323403806,43.07232299163854,10014,New York,New York County,NY,1869785.0,-0.4233641882122715,0.9227025114403595,0.030771072737207916,0.039949754665530246,0.4712335773550087,0.36424306030012876,0.04743061676208882,-0.013212086358283151,3.1,2026-07-31
748,37.6449286166988,10.108303249097473,-1.885294101996371,29.06836198013048,46.22149525326712,11201,New York,Kings County,NY,1394218.0,-0.36663971976210663,0.6292125154959507,0.036883057473975356,0.0400925181577436,0.19639196708107742,0.30874453249770994,0.06115816015956277,0.14030381296245437,2.7,2026-07-31
749,37.62149140320231,9.987966305655837,-1.885294101996371,38.5035809242474,36.73940188215722,11798,Wheatly Heights,Suffolk County,NY,572094.0,0.0002566969879897185,-0.26157342374390247,-0.21899326798973284,,,,,,1.3,2026-07-31
750,37.61643470200835,9.8676293622142,-1.885294101996371,26.692442091735778,48.54042731228091,10463,New York,Bronx County,NY,367932.0,-0.46036474065459887,-0.7029777110575957,-0.39340515438027346,0.09704498640604582,-0.2988622334100406,-0.04987130202518053,0.01850230672435238,-0.0015598706997487916,1.7,2026-07-31
751,37.420405982550896,9.747292418772563,-1.885294101996371,34.7990388343714,40.04177313073039,11980,Yaphank,Suffolk County,NY,564068.0,0.06922988039552039,-0.2757005640025145,-0.03921938726533902,0.071321129824035,-0.18528163232476413,-0.10369010572332676,-0.19245349021071334,0.2004713858001364,2.4,2026-07-31
752,37.34298606299927,9.626955475330927,-1.885294101996371,31.758091758955864,42.92788036704269,11385,New York,Queens County,NY,879961.0,-0.14242006396670667,0.16900091666032502,0.08413741834637634,0.0471413248662964,0.4034432946837352,-0.14296424532590035,-0.06638292916161426,0.009952019849596191,1.6,2026-07-31
753,37.283955730905845,9.50661853188929,-1.885294101996371,31.07496546536633,43.492945996445364,07024,Fort Lee,Bergen County,NJ,603256.0,0.005552615565738966,-0.20853396495685494,-0.10928609770987485,0.07022102038535266,-0.1638000379757678,0.1673382070764282,0.01729758896348521,0.002293741146088643,2.1,2026-07-31
754,37.229245339354506,9.386281588447654,-1.885294101996371,32.089673640676814,42.368817038032205,07631,Englewood,Bergen County,NJ,629809.0,-0.009616893173107849,-0.16545952936457908,-0.2076632157988012,0.05390602190462739,-0.0747579066613604,-0.02535543417125996,-0.05186878724044064,-0.059731659959995034,2.1,2026-07-31
755,36.9956907347857,9.265944645006016,-1.885294101996371,21.09250631738679,52.89887515218461,11372,New York,Queens County,NY,431391.0,-0.5777212199587499,-0.5438613718387142,-0.4852333463241649,0.07462372087310763,-0.18705253982388226,-0.12113924351975713,0.02799380231436821,-0.02436040426585047,0.7,2026-07-31
756,36.94244201900608,9.14560770156438,-1.885294101996371,24.068389764000635,49.816494274011525,10006,New York,New York County,NY,1077071.0,-0.34550345303299645,0.37112420283736647,-0.4094633841802935,0.05524175661884835,-0.15553734171239886,0.3536384798501252,-0.17089939001482257,0.0337677110038455,1.0,2026-07-31
757,36.9232257292532,9.025270758122744,-1.885294101996371,40.2642243055838,33.58222715292259,08820,Edison,Middlesex County,NJ,836250.0,0.07447727595963585,0.11805177953143442,0.31951285245183136,0.04450581346082093,-0.30447546960313976,0.22625934215028742,0.026385134551812683,-0.01413037115775291,2.3,2026-07-31
